Product Name,Category,Unit Price (MUR),Quantity,Discount %,Sale Amount (MUR),Date of Sale,Time of Sale,Channel,Payment Method,Store Region,Customer Age,Customer ID,Transaction ID
Occur Cold,Clothing,6000.0,2,0.05,11400.0,2025-06-26,08:27:00,Online,Card,North,21,CUST-88532,TX-82458416
Wait Hear,Clothing,4103.53,3,0.0,12310.6,2025-08-15,13:03:00,In-Store,Card,South,21,CUST-66635,TX-69356862
Degree Traditional,Toys,1473.99,2,0.05,2800.58,2025-08-03,13:03:00,In-Store,Mobile Wallet,West,30,CUST-28724,TX-96239004
Rule Second,Clothing,1777.28,1,0.0,1777.28,2025-03-16,09:40:00,In-Store,Card,Central,33,CUST-65527,TX-81164426
Billion Tonight,Stationery,681.98,2,0.0,1363.96,2025-03-11,08:47:00,In-Store,Cash,South,44,CUST-63069,TX-26294314
Only Town,Home & Kitchen,4230.67,2,0.0,8461.34,2025-07-20,11:06:00,In-Store,Card,Central,48,CUST-66626,TX-85731194
Form Can,Stationery,545.52,3,0.0,1963.87,2025-02-12,18:03:00,In-Store,Mobile Wallet,Central,16,CUST-23182,TX-18347395
Someone Soon,Beauty,1752.37,1,0.0,1752.37,2025-08-14,12:55:00,In-Store,Card,Central,38,CUST-53907,TX-91129414
Country Discussion,Beauty,1152.36,4,0.05,4378.95,2025-05-18,12:12:00,In-Store,Card,North,38,CUST-28461,TX-80970200
Conference Final,Electronics,5862.97,3,0.05,16709.47,2025-06-03,16:12:00,In-Store,Cash,Central,30,CUST-44534,TX-49915703
Become Security,Electronics,11117.89,3,0.05,31685.98,2025-08-16,08:04:00,In-Store,Cash,North,21,CUST-75029,TX-81939218
Baby Would,Clothing,3198.69,3,0.1,8636.45,2024-08-28,19:09:00,Online,Card,North,34,CUST-55052,TX-64212149
Fear Science,Sports,6523.6,3,0.0,19570.8,2025-07-11,16:28:00,Online,Card,South,50,CUST-53938,TX-32114840
Next Memory,Beauty,987.44,3,0.05,2814.2,2024-11-15,15:54:00,Online,Card,West,27,CUST-82865,TX-54549151
Door Born,Sports,5701.7,2,0.0,11403.4,2025-08-18,09:35:00,Online,Card,North,30,CUST-35257,TX-82749860
Read Authority,Home & Kitchen,3553.47,1,0.05,3375.79,2024-12-01,20:08:00,In-Store,Mobile Wallet,North,27,CUST-72788,TX-65763848
Choice For,Sports,9000.0,2,0.0,18000.0,2024-10-30,19:08:00,Online,Card,South,33,CUST-99734,TX-63184838
Too Special,Groceries,425.0,4,0.0,1700.01,2025-03-18,19:21:00,In-Store,Mobile Wallet,East,38,CUST-62545,TX-28282533
Garden Nature,Electronics,4277.43,2,0.05,8127.11,2025-02-11,14:35:00,Online,Card,Central,24,CUST-31244,TX-91471453
Student Catch,Groceries,800.0,1,0.0,800.0,2024-09-11,16:27:00,Online,Card,North,36,CUST-87839,TX-35818652
Heavy Maintain,Groceries,303.97,7,0.2,1702.25,2025-07-13,19:41:00,In-Store,Card,East,24,CUST-70569,TX-43883214
Debate Child,Groceries,361.83,2,0.05,687.47,2025-03-02,10:59:00,Online,Card,South,33,CUST-95968,TX-83689453
Make Center,Beauty,959.46,2,0.05,1822.97,2025-07-14,10:21:00,In-Store,Card,West,33,CUST-16046,TX-68997288
Help Discussion,Clothing,2771.01,2,0.05,5264.91,2025-02-09,16:26:00,Online,Card,South,44,CUST-53422,TX-91338378
Method Arrive,Home & Kitchen,5732.92,3,0.0,17198.77,2025-08-18,13:16:00,In-Store,Card,Central,21,CUST-67664,TX-92245109
Oil World,Stationery,1078.81,2,0.05,2049.74,2024-11-20,19:57:00,In-Store,Card,East,58,CUST-77229,TX-19115620
Religious Fear,Clothing,3645.64,1,0.0,3645.64,2025-05-12,14:52:00,In-Store,Card,East,56,CUST-96643,TX-85436544
This Computer,Home & Kitchen,2394.76,4,0.05,9100.1,2025-05-18,16:33:00,Online,Cash,Central,32,CUST-59523,TX-38592598
Source Sing,Groceries,315.24,2,0.0,630.48,2025-04-19,11:32:00,In-Store,Card,East,34,CUST-46072,TX-69847946
Teach Several,Home & Kitchen,4316.73,2,0.0,8633.45,2025-02-25,09:22:00,In-Store,Cash,Central,44,CUST-61833,TX-95550465
Big Coach,Electronics,9779.24,2,0.1,17602.63,2025-08-16,17:44:00,Online,Cash,West,29,CUST-88741,TX-17290259
Whom Reach,Groceries,481.35,1,0.15,409.15,2025-07-22,20:57:00,In-Store,Cash,West,32,CUST-97654,TX-78155679
Side Central,Sports,8994.99,1,0.0,8994.99,2024-09-05,18:35:00,In-Store,Mobile Wallet,Central,47,CUST-74864,TX-84793498
Stay Charge,Sports,3838.21,1,0.0,3838.21,2025-08-18,10:01:00,In-Store,Mobile Wallet,East,52,CUST-16128,TX-21392168
My Memory,Electronics,12806.18,2,0.0,25612.36,2025-07-14,13:20:00,In-Store,Cash,West,36,CUST-37021,TX-66293366
Read Poor,Electronics,21860.49,3,0.0,65581.46,2025-07-13,18:15:00,In-Store,Cash,West,36,CUST-48598,TX-87667029
Recent Born,Home & Kitchen,2105.68,1,0.05,2000.4,2024-12-05,18:07:00,Online,Cash,Central,36,CUST-92034,TX-62058321
Always Single,Clothing,3426.8,2,0.0,6853.61,2025-06-09,16:28:00,In-Store,Card,North,30,CUST-87969,TX-10072215
Reveal Nearly,Electronics,5439.95,4,0.15,21270.19,2024-12-04,13:27:00,Online,Cash,West,37,CUST-57275,TX-43621456
Bring Apply,Groceries,561.16,1,0.0,561.16,2025-07-20,17:45:00,In-Store,Card,South,47,CUST-57570,TX-50864429
Evidence Toward,Beauty,2729.99,3,0.15,6961.48,2025-01-10,17:57:00,In-Store,Card,East,44,CUST-58573,TX-17540891
Wife Tree,Sports,6091.47,1,0.15,5177.75,2025-08-02,10:45:00,In-Store,Mobile Wallet,North,21,CUST-38385,TX-14813899
These Week,Home & Kitchen,4522.44,3,0.1,12210.58,2025-08-03,18:16:00,Online,Card,Central,43,CUST-68867,TX-56291056
Sort Sort,Groceries,540.8,1,0.05,513.76,2025-08-17,14:58:00,Online,Cash,North,30,CUST-15613,TX-80639437
Represent Four,Groceries,622.29,2,0.0,1244.58,2025-08-05,20:00:00,In-Store,Card,North,16,CUST-73906,TX-33545496
Second Different,Clothing,2870.96,1,0.0,2870.96,2025-02-03,12:52:00,In-Store,Card,South,31,CUST-72054,TX-40936759
Risk Help,Electronics,21548.5,4,0.2,68955.21,2025-08-17,14:28:00,In-Store,Mobile Wallet,West,32,CUST-83669,TX-18293043
Author Item,Electronics,14119.32,2,0.1,25414.77,2025-07-28,11:01:00,In-Store,Card,East,34,CUST-12281,TX-54743805
Remain Entire,Toys,1011.13,1,0.1,910.02,2024-09-29,08:04:00,In-Store,Cash,Central,42,CUST-21528,TX-70593003
Up Explain,Clothing,3562.82,1,0.0,3562.82,2025-08-18,20:03:00,In-Store,Card,East,30,CUST-13652,TX-85767145
Local Join,Home & Kitchen,2944.5,5,0.0,14722.51,2025-08-18,09:57:00,In-Store,Mobile Wallet,Central,25,CUST-92066,TX-66115828
Home True,Sports,3332.07,1,0.05,3165.47,2025-07-17,09:11:00,In-Store,Card,East,25,CUST-10977,TX-79916830
Executive Factor,Electronics,24912.48,2,0.0,49824.96,2024-10-23,10:54:00,In-Store,Card,East,42,CUST-83528,TX-19538014
Perform Positive,Clothing,2809.22,4,0.1,10113.19,2024-08-30,16:33:00,In-Store,Card,Central,27,CUST-94280,TX-60039059
Oil Between,Groceries,284.16,3,0.15,724.6,2025-04-07,14:33:00,In-Store,Card,East,27,CUST-66496,TX-57327855
So Brother,Groceries,309.3,1,0.0,309.3,2024-11-27,16:18:00,In-Store,Card,West,38,CUST-29514,TX-72969193
Listen Way,Beauty,2868.21,2,0.0,5736.42,2025-02-11,10:36:00,In-Store,Cash,West,28,CUST-73433,TX-73012079
Artist Memory,Beauty,1459.69,1,0.0,1459.69,2025-07-25,20:27:00,In-Store,Mobile Wallet,South,16,CUST-37731,TX-37703257
Shake Country,Toys,1406.95,3,0.1,3798.78,2025-05-24,13:01:00,In-Store,Card,East,47,CUST-10833,TX-96871867
In Data,Clothing,1811.07,2,0.0,3622.15,2024-09-22,14:11:00,In-Store,Cash,East,35,CUST-85782,TX-67310662
Use Standard,Beauty,2710.55,1,0.0,2710.55,2025-06-19,20:33:00,Online,Card,West,16,CUST-30939,TX-52221029
Goal See,Beauty,3093.28,5,0.0,15466.39,2024-09-12,11:11:00,In-Store,Mobile Wallet,South,24,CUST-90453,TX-89413382
Talk Fine,Home & Kitchen,2787.21,2,0.0,5574.41,2025-02-04,14:57:00,In-Store,Mobile Wallet,Central,24,CUST-88524,TX-29250008
Order Offer,Beauty,1769.67,1,0.0,1769.67,2025-07-08,14:01:00,Online,Card,West,36,CUST-68610,TX-12318265
Hair Door,Sports,6172.83,3,0.25,13888.88,2025-06-30,14:20:00,Online,Card,Central,32,CUST-58461,TX-24604633
Far Similar,Toys,1640.33,1,0.0,1640.33,2025-08-04,13:22:00,In-Store,Card,East,33,CUST-96066,TX-69532548
Trial Argue,Electronics,19018.48,3,0.0,57055.43,2025-08-18,19:59:00,In-Store,Card,East,35,CUST-16922,TX-74913172
Amount List,Sports,2552.3,2,0.15,4338.91,2025-03-01,09:56:00,Online,Card,West,33,CUST-31770,TX-40420756
Sign Pull,Sports,981.81,2,0.05,1865.44,2025-03-28,20:56:00,In-Store,Card,East,35,CUST-55157,TX-54189901
Measure Behavior,Toys,1915.82,1,0.05,2093.03,2024-11-24,15:47:00,In-Store,Cash,South,27,CUST-39605,TX-45415359
Board Development,Electronics,15098.36,1,0.05,14343.44,2025-02-14,15:17:00,In-Store,Cash,North,44,CUST-52691,TX-55911875
Enough Change,Sports,4678.16,3,0.05,13332.76,2025-08-14,08:32:00,Online,Card,East,41,CUST-93227,TX-83010859
Successful Think,Groceries,800.0,1,0.0,800.0,2024-12-09,09:08:00,Online,Card,East,30,CUST-11244,TX-64883352
Truth Girl,Home & Kitchen,1611.49,1,0.0,1611.49,2024-09-24,18:15:00,In-Store,Card,East,30,CUST-42704,TX-54370479
Head Economic,Groceries,266.64,2,0.0,533.29,2025-06-06,09:42:00,Online,Cash,North,25,CUST-72591,TX-14560624
Relate Church,Clothing,4310.82,1,0.05,4095.28,2025-01-11,08:54:00,Online,Mobile Wallet,North,25,CUST-40321,TX-73809504
Identify True,Home & Kitchen,2719.02,1,0.1,2447.12,2024-10-23,17:31:00,Online,Card,Central,33,CUST-69219,TX-44004030
News My,Beauty,1696.66,1,0.05,1611.83,2025-07-23,17:08:00,In-Store,Cash,Central,35,CUST-66946,TX-25086622
Care Economic,Electronics,8728.88,3,0.15,22258.65,2025-05-16,14:18:00,In-Store,Card,North,19,CUST-68718,TX-53207398
Your Policy,Groceries,273.14,4,0.05,1037.92,2025-03-23,17:50:00,Online,Card,North,31,CUST-61317,TX-45253005
Current Reach,Electronics,9444.22,2,0.0,18888.43,2025-04-18,19:02:00,In-Store,Card,South,38,CUST-33024,TX-42871410
Why Free,Stationery,656.5,1,0.0,656.5,2025-05-23,16:56:00,Online,Card,East,28,CUST-32815,TX-39380897
Reach Month,Clothing,2647.99,2,0.0,5295.98,2025-08-04,09:14:00,Online,Card,Central,31,CUST-48517,TX-60528213
Live Quality,Sports,5039.12,1,0.05,4787.16,2025-02-22,15:37:00,In-Store,Card,Central,37,CUST-51582,TX-82642046
Name Figure,Beauty,1359.07,2,0.0,2718.14,2025-06-20,09:10:00,In-Store,Card,North,21,CUST-80119,TX-26453565
Box Congress,Electronics,6657.14,1,0.05,6324.29,2025-01-12,08:33:00,Online,Card,West,19,CUST-80341,TX-14457238
Meet Box,Sports,9000.0,3,0.0,27000.0,2025-08-13,11:41:00,In-Store,Cash,Central,16,CUST-66797,TX-22733601
Little Head,Toys,1654.03,4,0.05,7228.09,2024-11-17,14:22:00,Online,Card,West,25,CUST-97320,TX-90294509
Discover What,Clothing,5033.8,1,0.2,4027.04,2025-06-21,10:18:00,In-Store,Card,Central,38,CUST-89120,TX-95255711
Event Whom,Electronics,21657.23,3,0.0,64971.68,2025-05-19,13:05:00,In-Store,Cash,West,19,CUST-43330,TX-30818650
Turn South,Clothing,3164.58,1,0.0,3164.58,2025-07-01,13:43:00,In-Store,Card,East,48,CUST-21684,TX-63663850
Find Resource,Groceries,239.29,2,0.05,454.65,2025-05-06,17:33:00,Online,Card,South,44,CUST-16557,TX-88002664
Process Believe,Groceries,196.4,2,0.0,392.79,2025-03-26,13:07:00,Online,Card,South,20,CUST-51790,TX-92373554
Particularly List,Beauty,4000.0,1,0.0,4000.0,2025-07-21,19:48:00,In-Store,Card,East,43,CUST-78532,TX-44510686
Heavy Particularly,Stationery,393.36,1,0.0,393.36,2025-08-16,17:08:00,In-Store,Card,West,16,CUST-46532,TX-98421789
Beyond Game,Home & Kitchen,1690.94,2,0.0,3381.89,2025-01-28,15:00:00,In-Store,Card,Central,30,CUST-80478,TX-39215037
Best Memory,Beauty,2059.02,1,0.0,2059.02,2024-09-02,08:57:00,In-Store,Mobile Wallet,Central,31,CUST-78021,TX-57565458
Line Billion,Beauty,1991.5,1,0.0,1991.5,2025-06-03,20:12:00,In-Store,Card,East,26,CUST-62079,TX-76375352
Leave Officer,Toys,858.17,3,0.0,2574.51,2025-08-09,08:19:00,Online,Mobile Wallet,West,38,CUST-34596,TX-55817657
Wish Second,Toys,1625.13,3,0.0,4875.38,2025-02-26,10:34:00,In-Store,Cash,West,51,CUST-40531,TX-55645901
Your Participant,Clothing,2822.36,3,0.0,8467.08,2025-08-11,19:47:00,Online,Mobile Wallet,West,45,CUST-78504,TX-50089429
Someone Meeting,Home & Kitchen,2800.31,1,0.1,2520.28,2025-08-18,13:52:00,In-Store,Card,North,40,CUST-83709,TX-35069024
Seat Wife,Sports,6097.36,1,0.05,5792.49,2025-01-11,14:17:00,In-Store,Card,West,30,CUST-73285,TX-58374565
Young Among,Beauty,4000.0,3,0.0,12000.0,2025-01-06,17:51:00,In-Store,Card,East,34,CUST-93444,TX-99266710
Subject Unit,Clothing,3964.42,2,0.0,7928.84,2025-02-09,10:13:00,In-Store,Mobile Wallet,Central,34,CUST-57095,TX-36910851
Eye Its,Clothing,2414.62,2,0.05,4587.78,2024-10-22,14:53:00,In-Store,Card,Central,32,CUST-11813,TX-22045577
Politics Building,Electronics,22162.07,5,0.0,110810.33,2025-08-17,19:26:00,In-Store,Card,East,39,CUST-13092,TX-95784702
Hand Enjoy,Home & Kitchen,5729.49,2,0.05,10886.04,2025-03-30,10:46:00,Online,Card,West,33,CUST-95414,TX-80500729
Trade Hit,Home & Kitchen,2998.02,1,0.15,2548.31,2025-06-29,16:06:00,In-Store,Card,North,40,CUST-64322,TX-98876811
Show Painting,Electronics,17188.64,3,0.05,56335.76,2024-11-25,17:36:00,Online,Mobile Wallet,West,38,CUST-97423,TX-87151277
Care Let,Toys,2502.51,1,0.0,2502.51,2025-01-01,14:12:00,In-Store,Card,Central,43,CUST-17557,TX-13625718
Strategy Full,Stationery,609.71,1,0.0,609.71,2025-07-11,17:06:00,Online,Mobile Wallet,West,45,CUST-13505,TX-63214720
Bar Buy,Beauty,1154.76,3,0.0,3464.29,2025-05-12,16:24:00,In-Store,Card,South,41,CUST-32397,TX-90278407
Often Step,Electronics,18144.76,3,0.0,54434.28,2025-07-20,08:54:00,In-Store,Cash,North,30,CUST-10741,TX-23531073
Baby Police,Clothing,1653.17,4,0.0,6612.67,2025-07-07,17:54:00,In-Store,Card,Central,32,CUST-42374,TX-39124205
Painting Far,Clothing,1183.73,2,0.0,2367.47,2024-10-19,13:59:00,In-Store,Card,South,26,CUST-33303,TX-52335942
Enjoy Firm,Toys,1482.44,3,0.1,4002.6,2025-05-25,10:47:00,In-Store,Card,East,43,CUST-39651,TX-79295020
Education Middle,Electronics,9837.85,3,0.0,29513.55,2025-01-07,14:22:00,In-Store,Card,East,35,CUST-52463,TX-13622986
Congress Quickly,Sports,3849.32,3,0.15,9815.77,2025-05-10,13:53:00,Online,Mobile Wallet,East,32,CUST-72991,TX-41346193
Want Country,Groceries,236.93,2,0.05,450.17,2025-04-05,20:40:00,In-Store,Card,North,41,CUST-69082,TX-63930765
Understand Section,Groceries,356.51,1,0.0,356.51,2025-08-05,16:49:00,In-Store,Card,West,20,CUST-71232,TX-46854034
Worker Simply,Clothing,5464.04,3,0.05,15572.52,2025-08-17,12:10:00,In-Store,Card,Central,28,CUST-52100,TX-94586111
Government Happen,Electronics,15117.34,4,0.0,60469.35,2025-03-19,11:04:00,In-Store,Cash,Central,46,CUST-33696,TX-89706068
Must Teach,Groceries,690.13,1,0.0,690.13,2025-05-13,08:57:00,Online,Card,Central,22,CUST-76071,TX-50515730
Dinner Pull,Groceries,188.5,1,0.0,188.5,2025-05-26,17:50:00,In-Store,Card,North,48,CUST-72942,TX-49025267
Standard Cost,Home & Kitchen,2798.93,2,0.0,5597.87,2024-11-27,08:08:00,In-Store,Card,North,26,CUST-21656,TX-43454827
News Financial,Sports,9000.0,1,0.05,8550.0,2025-07-28,12:15:00,In-Store,Mobile Wallet,North,19,CUST-52097,TX-85165582
Plant Instead,Groceries,458.43,5,0.0,2292.13,2025-07-31,16:09:00,In-Store,Mobile Wallet,South,22,CUST-23965,TX-11450963
Worker Win,Groceries,183.35,2,0.0,366.7,2025-04-22,16:38:00,In-Store,Card,North,27,CUST-94399,TX-40382659
Thought Opportunity,Stationery,368.96,1,0.1,332.07,2024-12-06,14:33:00,In-Store,Cash,South,24,CUST-51340,TX-26261019
Here Discussion,Toys,1085.32,3,0.0,3255.97,2024-09-05,11:52:00,In-Store,Cash,South,30,CUST-55178,TX-37939619
Trip Think,Groceries,559.05,1,0.1,503.14,2024-08-26,17:38:00,Online,Mobile Wallet,Central,16,CUST-11024,TX-87675034
Where Sing,Groceries,181.3,2,0.0,362.6,2025-04-30,20:09:00,In-Store,Card,Central,24,CUST-15479,TX-74826773
Article Candidate,Home & Kitchen,1234.95,4,0.05,4692.82,2025-08-17,18:27:00,In-Store,Card,Central,21,CUST-54053,TX-95166490
Trade Level,Home & Kitchen,3836.61,4,0.05,14579.13,2025-05-27,12:00:00,Online,Card,North,52,CUST-97511,TX-95856762
Black Half,Toys,3000.0,1,0.05,2850.0,2025-08-16,12:43:00,Online,Card,Central,18,CUST-81344,TX-61481133
Purpose Mission,Groceries,289.01,1,0.0,289.01,2025-08-05,17:54:00,Online,Cash,Central,35,CUST-22584,TX-77791116
Whole Among,Clothing,1635.29,3,0.0,4905.88,2025-03-28,16:39:00,In-Store,Card,West,27,CUST-45463,TX-84092312
Writer They,Beauty,1097.47,2,0.0,2194.94,2025-07-24,16:12:00,In-Store,Cash,East,22,CUST-63004,TX-54022375
Join Computer,Clothing,3005.95,3,0.0,9017.84,2025-08-18,17:54:00,Online,Card,West,46,CUST-24225,TX-61085487
Small Voice,Clothing,4708.25,4,0.1,18644.68,2024-12-27,09:29:00,In-Store,Card,Central,38,CUST-87676,TX-89233433
President Garden,Beauty,4000.0,3,0.15,10200.0,2025-08-17,11:34:00,Online,Card,Central,27,CUST-51546,TX-42857789
Appear Magazine,Home & Kitchen,5858.53,3,0.0,17575.58,2025-03-14,11:11:00,In-Store,Card,East,38,CUST-24787,TX-24400105
Free Think,Sports,5618.97,1,0.0,5618.97,2025-06-26,13:12:00,In-Store,Card,Central,42,CUST-67174,TX-58708964
End Civil,Groceries,374.09,3,0.05,1066.17,2024-11-07,09:16:00,In-Store,Cash,East,33,CUST-22489,TX-22950785
Score Drive,Stationery,306.9,1,0.0,306.9,2025-05-07,08:29:00,Online,Cash,South,43,CUST-69845,TX-92981445
General Rock,Groceries,136.86,3,0.0,410.58,2025-04-08,13:45:00,Online,Card,Central,49,CUST-85135,TX-59940835
Sure Cultural,Groceries,318.4,4,0.05,1209.9,2024-10-04,16:33:00,Online,Cash,South,45,CUST-84697,TX-80107035
Art Enter,Beauty,1559.35,3,0.1,4210.24,2025-06-20,09:02:00,In-Store,Card,South,40,CUST-11950,TX-46097104
Training Attorney,Home & Kitchen,3042.07,1,0.0,3042.07,2025-08-15,11:36:00,In-Store,Card,Central,42,CUST-35400,TX-93781406
Trouble Put,Clothing,3904.44,2,0.0,7808.88,2025-07-03,11:16:00,Online,Card,South,47,CUST-98325,TX-91338340
And Boy,Groceries,317.7,1,0.0,317.7,2025-04-15,16:44:00,In-Store,Cash,West,41,CUST-36769,TX-61404611
True Team,Beauty,2822.42,1,0.0,2822.42,2025-03-19,09:24:00,In-Store,Card,Central,40,CUST-45917,TX-65407379
Surface Skill,Sports,5643.97,5,0.0,28219.83,2025-07-22,09:15:00,In-Store,Card,West,31,CUST-55941,TX-97298553
Four Whom,Groceries,800.0,1,0.0,800.0,2025-08-10,10:22:00,In-Store,Card,North,23,CUST-73720,TX-99298568
Education Game,Groceries,162.86,1,0.05,154.72,2025-02-01,14:31:00,In-Store,Card,East,30,CUST-25500,TX-18961732
Always Back,Electronics,23253.69,2,0.0,46507.38,2025-05-26,19:00:00,In-Store,Card,Central,16,CUST-43567,TX-65525310
Drop Peace,Home & Kitchen,5291.98,4,0.05,20109.53,2024-09-17,17:53:00,In-Store,Mobile Wallet,East,30,CUST-29820,TX-74739944
News Beautiful,Electronics,12946.5,3,0.1,34955.55,2025-08-17,17:27:00,Online,Card,North,49,CUST-35301,TX-41648553
Recent Left,Clothing,4210.25,3,0.1,11367.68,2025-04-28,14:22:00,Online,Cash,North,37,CUST-94606,TX-32550809
Become Provide,Electronics,22364.14,1,0.0,22364.14,2025-01-23,13:44:00,In-Store,Card,Central,20,CUST-25332,TX-93005427
Cold Write,Home & Kitchen,3686.3,3,0.05,10505.96,2025-07-12,13:51:00,In-Store,Card,West,35,CUST-38607,TX-60389275
Black Plant,Groceries,315.18,1,0.0,315.18,2024-10-24,18:11:00,Online,Card,West,45,CUST-79496,TX-77907904
Turn City,Sports,1947.11,3,0.05,5549.26,2024-09-01,20:58:00,In-Store,Card,East,47,CUST-53575,TX-99849653
Name Something,Stationery,566.22,1,0.0,566.22,2025-08-12,10:14:00,In-Store,Mobile Wallet,North,39,CUST-87994,TX-88976217
Store Commercial,Groceries,368.94,1,0.0,368.94,2025-07-26,14:18:00,In-Store,Card,East,48,CUST-92894,TX-66997069
Pressure Short,Toys,1289.57,4,0.0,5158.26,2025-02-13,11:06:00,Online,Card,East,26,CUST-64455,TX-47926895
Remember Lawyer,Electronics,8585.55,4,0.0,34342.19,2025-05-03,19:59:00,In-Store,Cash,West,39,CUST-45362,TX-49623870
Collection Book,Groceries,758.12,5,0.2,3032.48,2025-05-06,08:55:00,In-Store,Card,South,31,CUST-70937,TX-73955762
Smile Effect,Sports,7614.92,2,0.05,14468.35,2024-08-31,12:12:00,Online,Card,North,28,CUST-78802,TX-15084009
See Cover,Groceries,339.21,1,0.0,339.21,2025-08-13,14:41:00,Online,Card,West,41,CUST-82404,TX-42489291
Development Building,Toys,587.09,3,0.05,1673.21,2025-03-30,16:29:00,In-Store,Mobile Wallet,West,40,CUST-61148,TX-29951944
Visit Magazine,Home & Kitchen,8000.0,1,0.0,8000.0,2024-12-27,08:59:00,In-Store,Card,West,22,CUST-10801,TX-71274826
Agreement Morning,Home & Kitchen,4315.31,1,0.0,4315.31,2025-06-08,08:15:00,In-Store,Card,Central,37,CUST-50557,TX-91533871
Today Material,Sports,2561.18,1,0.0,2561.18,2025-08-03,10:26:00,In-Store,Card,East,41,CUST-69386,TX-11219548
Himself Foot,Home & Kitchen,5216.21,4,0.05,19821.59,2024-08-24,14:03:00,In-Store,Card,South,54,CUST-49775,TX-56838213
Modern Become,Electronics,25000.0,1,0.1,22500.0,2024-09-30,12:45:00,Online,Mobile Wallet,Central,31,CUST-39504,TX-34205852
Lose Simple,Toys,497.65,3,0.05,1418.31,2025-06-04,11:42:00,Online,Cash,West,30,CUST-39197,TX-16472841
Star Star,Clothing,6000.0,1,0.0,6000.0,2025-08-13,14:23:00,In-Store,Mobile Wallet,North,16,CUST-10230,TX-86773050
Success Trouble,Electronics,25000.0,1,0.05,23750.0,2025-02-27,18:30:00,Online,Card,East,24,CUST-43758,TX-14105573
Cell And,Electronics,18547.04,2,0.0,37094.09,2025-02-28,08:08:00,In-Store,Mobile Wallet,West,51,CUST-24172,TX-68869865
List Effect,Home & Kitchen,4028.62,2,0.0,8057.25,2025-06-14,14:44:00,In-Store,Cash,North,47,CUST-65951,TX-62808614
Authority Author,Groceries,276.37,1,0.0,276.37,2025-06-24,12:51:00,In-Store,Card,West,31,CUST-92517,TX-32912770
Consider Learn,Toys,2781.87,1,0.0,2781.87,2025-08-05,18:43:00,In-Store,Cash,Central,34,CUST-20053,TX-89855134
Treatment Him,Sports,5848.61,1,0.05,5556.18,2025-01-23,08:21:00,Online,Mobile Wallet,North,40,CUST-69374,TX-64908397
Answer Example,Home & Kitchen,4934.08,1,0.15,4193.96,2025-05-20,20:46:00,Online,Mobile Wallet,East,44,CUST-21204,TX-65996732
Be Side,Groceries,800.0,4,0.0,3200.0,2025-02-22,08:28:00,In-Store,Card,East,41,CUST-68645,TX-89783142
Bed Amount,Beauty,2662.45,5,0.0,13312.27,2025-02-07,10:22:00,In-Store,Cash,North,30,CUST-27957,TX-43970249
Pick Section,Groceries,522.24,1,0.05,496.13,2024-11-17,20:07:00,Online,Cash,South,34,CUST-69065,TX-19355881
All Campaign,Stationery,589.6,1,0.05,560.12,2025-07-31,20:54:00,In-Store,Cash,West,49,CUST-16903,TX-65813857
Resource Cultural,Groceries,800.0,2,0.0,1600.0,2025-03-14,15:49:00,In-Store,Card,South,51,CUST-50711,TX-37737396
Within Wish,Toys,2559.89,2,0.05,4863.8,2025-07-31,18:32:00,In-Store,Card,North,40,CUST-37682,TX-97827480
Oil True,Sports,6573.25,4,0.0,26293.01,2025-08-08,13:16:00,In-Store,Card,West,28,CUST-98014,TX-13342890
Hear Investment,Sports,4810.99,2,0.0,9621.97,2025-05-16,13:25:00,In-Store,Cash,South,31,CUST-85933,TX-94418751
Strategy Girl,Stationery,1200.0,1,0.0,1440.0,2025-02-03,09:18:00,In-Store,Mobile Wallet,South,42,CUST-77418,TX-32593640
Talk Late,Groceries,657.89,3,0.05,1874.99,2025-03-26,08:47:00,In-Store,Card,South,45,CUST-65642,TX-84958996
Find School,Stationery,481.01,1,0.1,432.91,2025-04-05,19:05:00,Online,Card,South,45,CUST-86911,TX-13132562
Sell Account,Sports,5090.17,2,0.05,9671.32,2024-12-04,14:15:00,Online,Card,Central,36,CUST-98820,TX-44138343
Realize Until,Groceries,453.03,1,0.1,407.73,2025-08-18,12:26:00,In-Store,Cash,East,44,CUST-69166,TX-70561038
Thousand Charge,Sports,9000.0,3,0.0,27000.0,2025-06-09,09:28:00,In-Store,Cash,South,31,CUST-98306,TX-84927237
Know Make,Groceries,181.13,1,0.0,181.13,2025-08-18,16:12:00,In-Store,Card,East,29,CUST-98251,TX-16158409
Than Can,Electronics,19967.66,3,0.05,56907.82,2025-04-13,15:49:00,In-Store,Cash,North,42,CUST-20369,TX-43566057
Director Report,Beauty,2983.77,3,0.05,8503.73,2025-07-03,16:18:00,Online,Card,East,37,CUST-41805,TX-25505656
Economic Church,Electronics,13580.86,3,0.05,38705.46,2024-09-13,20:00:00,Online,Card,West,41,CUST-74923,TX-41190986
Fact Really,Home & Kitchen,5779.92,3,0.05,16472.77,2025-08-17,16:30:00,In-Store,Mobile Wallet,South,35,CUST-34278,TX-34006353
Enter Suffer,Electronics,25000.0,3,0.0,75000.0,2025-07-03,11:38:00,In-Store,Card,South,37,CUST-33277,TX-57329868
Sort Specific,Stationery,696.16,2,0.1,1253.1,2024-09-20,18:05:00,Online,Cash,North,33,CUST-45714,TX-51582740
Property Turn,Stationery,1200.0,1,0.0,1200.0,2025-08-15,18:16:00,In-Store,Card,Central,59,CUST-81888,TX-14080287
